,TAGGER,MetaSRA,NLP-ML,Expression,Expression + NLP-ML,Expression + NLP-ML + MetaSRA,N
UBERON:0007196,0.011361680151489,0.8604617184790726,0.7377684100132191,0.7347664714406568,0.830062522497913,1.0,132.0
CL:0000081,0.0024100533654673,0.4840933191940615,0.028558429782463104,0.0017281771095854998,0.016155423844449398,0.5232891166429402,28.0
UBERON:0010498,0.0132552935100705,0.8293782189033839,0.9951874996024316,0.6467900082133704,0.9876404401059936,0.9999999999999998,154.0
CL:0002368,0.0113871635610766,0.8393128525321764,0.901041165087225,0.8022311743183085,0.9062507635571952,0.9977884227320697,132.0
UBERON:0001015,0.0256498536753313,0.9804708388045658,1.0,1.0,1.0,1.0,298.0
UBERON:0002066,0.8728568655388008,0.4763592901709748,0.6042952691733772,0.9875,1.0,1.0,47.0
UBERON:0000310,0.9749727628238156,0.6359258772830778,0.9298026921886893,0.9326685898916676,0.9797973378353012,0.9886561423641134,810.0
UBERON:0001043,0.3464662235505792,0.3336231884057971,0.42495762204311427,0.11749822771252252,0.2886442408706774,0.2886442408706774,29.0
UBERON:0003528,0.0213323691584561,0.8178220063867615,1.0,1.0,1.0,1.0,236.0
UBERON:0001950,0.0094007050528789,0.4231589216883334,0.7012278061239638,0.6821308975823928,0.6677352044288489,0.6132395281096652,104.0
UBERON:0000991,0.030728180409709,0.9132840819858332,0.5457701947737321,0.6385986096875218,0.7470987771724502,0.9919813784794582,357.0
UBERON:0000993,0.1653001623715063,0.316870954500916,0.5543378012697308,0.6768985168972612,0.6477352410102696,0.728823828559592,199.0
UBERON:0004807,0.0137717335169564,0.8363692220190581,0.7133354421884602,0.559343740579986,0.7794134911797859,0.8563962271446016,160.0
UBERON:0000995,0.0125389138706329,0.4584314215779702,0.3273490599549419,0.5941586788460963,0.38615402463678167,0.716124228425782,145.0
UBERON:0002894,0.0057850492633101,1.0,0.7142857142857143,0.7014613900649311,0.738406997282802,1.0,64.0
UBERON:0001871,0.0057850492633101,0.9632996632996633,0.46003678552782806,0.8286206458347557,0.698540378543218,1.0,64.0
UBERON:0002371,0.0877431165525541,0.1152558147121038,0.41092036860386133,0.2143986030401915,0.2834283944588739,0.43292988735652926,309.0
UBERON:0002185,0.2905371671613709,0.8566325237703236,0.7251541367213135,0.6998537234577246,0.6174765842164798,0.9430729344729345,132.0
UBERON:0012275,0.0053365467378206,0.0,0.2401555455013969,0.32558087698794713,0.43712376629993804,0.43712376629993804,62.0
UBERON:0000059,0.0435531072473747,0.8758773817651786,0.9050101592633071,0.9419168632951742,0.9697838123931104,0.9999276661577318,506.0
CL:0002322,1.0,1.0,0.7222222222222222,0.8972222222222221,0.9833333333333334,1.0,23.0
UBERON:0000483,0.1327808504190107,0.10307056339717233,0.8088785486581511,0.7841258591435116,0.8518669441680518,0.8463826592991573,1360.0
UBERON:0005401,0.0213323691584561,0.8858736245266183,0.9772132683658171,1.0,1.0,1.0,236.0
UBERON:0006562,0.0016353933551385,0.29547746128215974,0.5372112833403155,0.03534563537459717,0.10494866223678187,0.4842228951603951,19.0
UBERON:0002199,0.0080908934412119,0.029360260704336144,0.3437832948935162,0.6004831438220256,0.5531173962398558,0.5633591267695289,94.0
UBERON:0001962,0.0016353933551385,0.28738839285714285,0.4784722222222222,0.013556566729573848,0.11196025039770302,0.32182838537596825,19.0
UBERON:0011215,0.0203133069375107,0.7864400791816744,0.8375100887953295,0.8455077676488326,0.8300381035042406,0.9227080506611307,236.0
UBERON:0016548,0.0203133069375107,0.8614234700427833,0.8531973802683188,0.8784895318755563,0.8369593547205817,0.9670696856369778,236.0
UBERON:0009778,0.0567223274229643,0.0,0.7153105004401272,0.7973258598280399,0.7703591806633536,0.7703591806633536,659.0
UBERON:0011823,0.0207436736099156,0.8835401983686635,1.0,0.9878644867757561,0.9953778298853138,0.9968143079420996,241.0
CL:0000576,0.6490911179646351,0.6372047021608499,0.6287401125473291,0.722272634573584,0.886690217786516,0.9578625098474728,151.0
CL:0000182,0.0123683005038937,0.0,0.15969688133036622,1.0,0.8487878787878789,0.8487878787878789,135.0
UBERON:0002049,0.0045618867274918,0.24087827904502118,0.5681943508887171,1.0,1.0,1.0,53.0
UBERON:0012168,0.7582417582417582,0.6304926666372449,0.1973980304052477,0.042846384728071035,0.1219497318316855,0.38088069110825423,69.0
UBERON:0000117,0.0398128296217468,0.8393128525321764,0.8034687022836845,0.7917987939176532,0.7964667318197611,1.0,132.0
UBERON:0000065,0.0727319676364262,0.6881936615594813,0.9851303768674136,0.9278663261608215,0.9897553998962317,0.9991873335164193,845.0
UBERON:0000203,0.0213323691584561,0.883911764148133,1.0,1.0,1.0,1.0,236.0
UBERON:0016529,0.0094007050528789,0.4231589216883334,0.4860379904012306,0.7778547677091275,0.7821063377564741,0.7199318477390634,104.0
UBERON:0001893,0.0213323691584561,0.8756407643148792,0.9949591038406828,1.0,1.0,1.0,236.0
UBERON:0002530,0.1133136261433187,0.4037060126956387,0.7865640809016137,0.8908520386100655,0.9061626688896197,0.9285842376548207,1192.0
UBERON:0001869,0.0213323691584561,0.8744796872714493,0.9996323529411765,1.0,1.0,1.0,236.0
CL:0000066,0.1986341308565264,0.08354878059148976,0.31952240603709503,0.6316509609355153,0.5279154898913188,0.5123348669600089,475.0
UBERON:0004801,0.0043282548476454,0.0,0.039894574999804526,0.5275233108119572,0.5103111265296804,0.5103111265296804,50.0
UBERON:0005911,0.0137717335169564,0.8397155180654531,0.9340717739267543,0.6938609255230574,0.9247455584135704,0.9945984094289775,160.0
CL:0002328,1.0,1.0,0.8708703509178429,0.6860014840882831,0.8101531707154763,0.9902581699346407,132.0
UBERON:0007601,0.0132552935100705,0.8336798306845885,0.977204776702089,0.7576637889895907,0.8835001380923299,0.8856480497367902,154.0
UBERON:0000473,0.6367079297015603,0.6168730650154798,0.0028570102541522254,0.07173607492835372,0.013324290284763176,0.8024694055944056,11.0
UBERON:0001295,0.6172250399036477,0.5971455059158168,0.7130839754424524,0.7326269754912939,0.6898498897843275,0.7425846400282032,83.0
UBERON:0008895,0.0016353933551385,0.0,0.3670712772536481,0.1221716832478111,0.2678720673850301,0.2678720673850301,19.0
UBERON:0001981,0.0040454467206059,0.1582795496376243,0.7105715047212915,1.0,1.0,1.0,47.0
UBERON:0002385,0.0256498536753313,0.46371177794986895,0.9968938756428237,1.0,1.0,1.0,298.0
UBERON:0002973,0.0057850492633101,1.0,0.8095238095238094,0.8585050531188116,0.938583994353225,1.0,64.0
UBERON:0002097,0.0056808400757445,0.1669831455831774,0.6642890856870736,0.9860843233170279,0.9931704260651628,0.9824514991181659,66.0
UBERON:0001558,0.0708383542778447,0.6534343526013531,0.9256359198620381,0.9056457144467359,0.9209524286114259,0.9583830156127107,823.0
UBERON:0003920,0.0040454467206059,0.2810088589149058,0.5428050967034762,0.9940476190476191,0.9940476190476191,0.9940476190476191,47.0
UBERON:0001961,0.0016353933551385,0.28469697914835457,0.2864629688911105,0.028393529599872125,0.06098790462459325,0.6118825006245188,19.0
UBERON:0000200,0.0057850492633101,1.0,0.7450980392156863,0.8274327940035175,0.7167185057832984,1.0,64.0
UBERON:0002367,1.0,0.9397470706445212,0.6170608018041052,0.7140614258996187,0.7155674882917819,0.8022021135256828,243.0
UBERON:0002036,0.0256498536753313,0.4663593742321989,1.0,1.0,1.0,1.0,298.0
UBERON:0002113,0.4738058559993749,0.4317716867129072,0.46312552507666427,0.9366947440843141,0.8530659731544125,0.8078692879927886,250.0
UBERON:0004725,0.0057850492633101,1.0,0.4521199521199521,0.7203452211319089,0.6091051478997151,1.0,64.0
UBERON:0005366,0.0057850492633101,1.0,0.7044858168453674,0.5693158398786151,0.642314298913928,0.9951923076923078,64.0
UBERON:0001735,0.0016400517911091,0.29006801162910606,0.3216782149176796,0.027523706621833,0.1536890227206904,0.4795320540609531,19.0
UBERON:0008367,0.0060695236343571,0.0,0.04737163422347015,0.23445562173694545,0.16003047305762208,0.16003047305762208,66.0
CL:0008001,0.0181614735754863,0.005198860288998125,0.8578079397159645,0.8057912029029197,0.9700363163190138,0.9700363163190138,211.0
UBERON:0002600,0.0057850492633101,0.5390035916395819,0.48271225374203036,0.5899506667297046,0.5508534428701072,0.6992283011330732,64.0
UBERON:0001890,0.0213323691584561,0.7783875297672223,1.0,1.0,1.0,1.0,236.0
UBERON:0019042,0.0071440867619211,0.5985206829889345,0.7173691437452137,0.7648486281863384,0.7368716656146055,0.7474373143866031,83.0
UBERON:0010260,0.0040454467206059,0.4763592901709748,0.4779295720821399,0.9992153846153846,1.0,1.0,47.0
UBERON:0003889,0.0053614666205465,0.0,0.2177527333476123,0.37589100089995664,0.28723959773445706,0.28723959773445706,62.0
UBERON:0010371,0.0680840075744534,0.0,0.9819188869811194,0.9968903941625633,0.999625308985026,0.999625308985026,791.0
UBERON:0011822,0.0207436736099156,0.8834038074438599,1.0,0.9658176948136438,0.9951023395570603,0.9995914962580776,241.0
CL:0000235,1.0,0.718521372913316,0.46156839385449266,0.9093839341136652,0.835203804459088,1.0,61.0
UBERON:0003975,0.027113100361508,0.43368222173093274,0.22382723487815945,0.8146593911186502,0.4741251378413738,0.4741251378413738,315.0
CL:0002535,0.0043380183931979,0.0,0.04066787031582063,0.32642040506203096,0.20804072414167651,0.20804072414167651,50.0
